北沙参,根及根茎类,伞形科植物珊瑚菜Glehnia littoralis Fr. Schmidt ex Miq.的干燥根。,主产于山东、江苏、河北、辽宁等地。,甘，微苦，微寒。,养阴清肺，益胃生津。用于肺热燥咳、劳嗽痰血、热病津伤口渴。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00004.jpg,补虚药
独活,根及根茎类,伞形科植物重齿毛当归Angelica pubescens Maxim. f. biserrata Shan et Yuan 的干燥根。,主产四川、湖北等地。,辛、苦，微温。,祛风胜湿；散寒止痛。用于风寒湿痹；腰膝疼痛；少阴伏风头痛，头痛齿痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00052.jpg,祛风湿药
桃仁,果实及种子类,蔷薇科植物桃Prunus persica (L.) Batsch或山桃Prunus davidiana (Carr.) Franch.的干燥成熟种子。,主产北京、河北、陕西等地。,苦、甘，平。,活血祛瘀，润肠通便，止咳平喘。用于经闭，痛经，癓瘕痞块，跌扑损伤，肠燥便秘。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00207.jpg,活血化瘀药
附子,根及根茎类,毛茛科植物乌头Aconitum carmichaelii Debx.的子根的加工品。,主产陕西、四川等地。,甘、辛，大热，有毒。,回阳救逆，补火助阳，散寒止痛。“为回阳救逆第一品药”。用于阴盛格阳，大汗亡阳，吐泻厥逆，肢冷脉微，心腹冷痛，冷痢，脚气水肿，风寒湿痹，阳痿，宫冷，虚寒吐泻，阴寒水肿，阳虚外感，阴疽疮疡以及一切沉寒痼冷之疾。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00058.jpg,温里药
知母,根及根茎类,百合科植物知母Anemarrhena asphodeloides Bge.的干燥根茎。,主产山西、河南、甘肃、陕西、内蒙古等地。,苦、甘，寒。,清热泻火，生津润燥。用治外感热病，高热烦渴，内治肺热咳嗽，胃热消渴，肺燥咳嗽；肠燥便秘；骨蒸潮热。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00125.jpg,清热药
麻黄,全草类,麻黄科植物草麻黄Ephedra sinica Stapf、木贼麻黄Ephedra equisetina Bge.与中麻黄Ephedra intermedia Schrenk et C. A. Mey.的干燥草质茎。,主产内蒙古、新疆、山西等地。,辛、微苦，温。,发汗散寒，宣肺平喘，利水消肿。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00278.jpg,解表药
干姜,根及根茎类,姜科植物姜Zingiber officinale (Willd.) Rosc.的干燥根茎。,主产于四川、贵州等地。,味辛，性热。,温中散寒，回阳通脉，燥湿消痰，温肺化饮。主治脘腹冷痛；呕吐；泄泻，亡阳厥逆；寒饮喘咳；寒湿痹痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00013.jpg,温里药
桂枝,藤木类,樟科植物肉桂Cinnamomum cassia Presl的干燥嫩枝。,主产于福建、广东、广西等地。,辛、甘，温。,发汗解肌，温通经脉，助阳化气，平冲降气。用于风寒感冒，脘腹冷痛，血寒经闭，关节痹痛，痰饮，水肿，心悸，奔豚。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00138.jpg,解表药
地龙,动物类,巨蚓科动物参环毛蚓Pheretima aspergillum (E. Perrier) 、通俗环毛蚓Pheretima vulgaris Chen、威廉环毛蚓Pheretima guillelmi (Michaelsen) 或栉盲环毛蚓Pheretima pectinifera Michaelsen 的干燥体。前一种习称“广地龙”，后三种习称“沪地龙”。广地龙春季至秋季捕捉，沪地龙夏季捕捉，及时剖开腹部，除去内脏及泥沙，洗净，晒干或低温干燥。,主产于广东、广西、福建等地。,咸，寒。,清热定惊，通络，平喘，利尿。用于高热神昏，惊痫抽搐，关节痹痛，肢体麻木，半身不遂，肺热喘咳，尿少水肿，高血压。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00372.jpg,平肝息风药
乳香,树脂类,橄榄科乳香树属植物乳香树Boswellia carterii Birdw.、药胶香树Boswellia bhaw-dajiana Birdw.及野乳香树Boswellia neglecta M. Moore等，以其树干皮部伤口渗出的油胶树脂入药。春夏均可采。,主产索马里、埃塞俄比亚、阿拉伯半岛及印度等地。,辛、苦，温。,调气活血，定痛，追毒。治气血凝滞、心腹疼痛，痈疮肿毒，跌打损伤，痛经，产后瘀血刺痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00365.jpg,活血化瘀药
没药,树脂类,橄榄科植物没药树Commiphora myrrha Engl. (C. molmol Engler) 及同属他种植物的树干皮部渗出的油胶树脂。一般在11月至次年2月间采收，但亦有在6~7月间采收，采收后拣净树及其他杂质即得。,主产索马里、埃塞俄比亚、阿拉伯半岛及印度等地。,辛、苦，平。,散血去瘀，消肿定痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00364.jpg,活血化瘀药
黄连,根及根茎类,毛茛科植物黄连Coptis chinensis Franch.的干燥根茎。,主产重庆、湖北、陕西、甘肃等地。,苦，寒。,清热燥湿，泻火解毒。用于湿热痞满，呕吐吞酸，泻痢，黄疸，高热神昏，心火亢盛，心烦不寐，血热吐衄，目赤，牙痛，消渴，痈肿疔疮；外治湿疹，湿疮，耳道流脓。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00070.jpg,清热药
瓜蒌,果实及种子类,葫芦科植物栝楼Trichosanthes kirilowii Harms的干燥成熟果实。,主产于河南、河北、山东、安徽等地。,甘、苦，寒。,润肺，化痰，散结，润肠。治痰热咳嗽，胸痹，结胸，肺痿咳血，消渴，黄疸，便秘，痈肿初起。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00177.jpg,化痰止咳平喘药
蒲黄,花类,香蒲科植物水烛香蒲Typha angustifolia L.的干燥花粉。,主产江苏、安徽、浙江、山东等地。,甘、平。,止血，化瘀，通淋。用于吐血、衄血、咯血、崩漏、外伤出血、经闭、痛经、脘腹刺痛、跌打肿痛、血淋湿痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00311.jpg,止血药
荆芥,全草类,唇形科植物荆芥Schizonepeta tenuifolia Briq.的干燥地上部分。,主产于江苏、浙江、河北、河南等地。,辛，微温。,解表散风，透疹，消疮，止血。用于感冒，麻疹透发不畅，便血、崩漏、鼻衄。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00274.jpg,解表药
薄荷,全草类,唇形科植物薄荷Mentha haplocalyx Briq. 的干燥地上部分。,主产于安徽、江苏、江西、四川等地。,辛，凉。,疏散风热，清利头目，透疹。具有疏散风热、清利头目、利咽、透疹、疏肝解郁之功效。现代医学常将其用于治疗风热感冒、头痛、咽喉痛、口舌生疮、风疹、麻疹、胸腹胀闷和抗早孕等。另外，薄荷还具有消炎止痛作用。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00261.jpg,解表药
陈皮,果实及种子类,芸香科植物橘Citrus reticulata Blanco及其栽培变种的干燥成熟果皮。,主产川渝地区、广东、福建、江西等地。,苦、辛，温。,理气健脾，燥湿化痰。用于胸脘胀满，食少吐泻，咳嗽痰多。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00162.jpg,理气药
青皮,果实及种子类,芸香科植物橘Citrus reticulata Blanco及其栽培变种的干燥幼果或未成熟果实的果皮。,主产福建、广东、江苏、四川等地。,苦、辛，温。,疏肝破气、消积化滞。用于胸肋脘胀痛，乳痈、疝痛，食积气滞。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00200.jpg,理气药
大腹皮,果实及种子类,棕榈科植物槟榔Areca catechu L.的干燥果皮。,主产于云南、福建、台湾、海南等地。,辛，微温。,下气宽中，行水消肿之功效。现代研究，该品有兴奋胃肠道平滑肌、促胃肠动力作用，并有促进纤维蛋白溶解等作用。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00167.jpg,理气药
猪苓,菌藻类,多孔菌科真菌猪苓Polyporus umbellatus (Pers.) Fries的干燥菌核。,主产于陕西、山西、河南、云南等地。,甘、淡，平。,利水渗湿。用于小便不利，水肿，泄泻，淋浊，带下。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00360.jpg,利水渗湿药
泽泻,根及根茎类,泽泻科植物泽泻Alisma orientalis (Sam.) Juzep.的干燥块茎。,主产福建、四川等地。,甘、淡，寒。,利水渗湿；泄热通淋。主小便不利；热淋涩痛；水肿胀满；泄泻；痰饮眩晕；遗精。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00123.jpg,利水渗湿药
山茱萸,果实及种子类,山茱萸科植物山茱萸Cornus officinalis Sieb. et Zucc. 的干燥成熟果肉。,主产于河南省、浙江省、陕西省等地。,酸、涩，微温。,补益肝肾，涩精固脱。用于眩晕耳鸣，腰膝酸痛，阳痿遗精，遗尿尿频，崩漏带下，大汗虚脱，内热消渴。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00234.jpg,收涩药
粉萆薢,根及根茎类,薯蓣科植物粉背薯蓣Dioscorea hypoglauca Palibin的干燥根茎。,主产湖南、浙江、江西、安徽等地。,苦，平。,利水，祛风，利湿。治风湿顽痹，腰膝疼痛，小便不利，淋浊，遗精，湿热疮毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00056.jpg,利水渗湿药
山药,根及根茎类,薯蓣科植物薯蓣Dioscorea opposita Thunb.的干燥根茎。,主产于河南、山西、河北、陕西等地。,甘、平。,补脾养胃，生津益肺，补肾涩精。用于脾虚食少，久泻不止，肺虚喘咳，肾虚遗精，带下，尿频，虚热消渴。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00007.jpg,补虚药
升麻,根及根茎类,毛茛科植物大三叶升麻Cimicifuga heracleifolia Kom.、兴安升麻Cimicifuga dahurica (Turcz.) Maxim. 或升麻Cimicifuga foetida L. 的干燥根茎。,主产东北地区。,辛、微辛，微寒。,发表透疹，清热解毒，升举阳气。用于风热头痛，齿痛，口疮，咽喉肿痛，麻疹不透，阳毒发斑；脱肛，子宫脱垂。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00101.jpg,解表药
葛根,根及根茎类,豆科植物野葛Pueraria lobata (Willd.) Ohwi的干燥根。,主产河南、浙江、广东、湖南等地。,甘、辛，凉。,解表退热，生津，透疹，升阳止泻。用于外感发热头痛、高血压颈项强痛、口渴、消渴、麻疹不透、热痢、泄泻。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00063.jpg,解表药
玄参,根及根茎类,玄参科植物玄参Scrophularia ningpoensis Hensl.的干燥根。,主产川渝地区、陕西、湖北、江西等地。,甘、苦、咸，微寒。,清热凉血，泻火解毒，滋阴。用于温邪入营，内陷心包，温毒发斑，热病伤阴、舌绛烦渴、津伤便秘、骨蒸劳嗽、目赤、咽痛、瘰疬、白喉、痈肿疮毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00114.jpg,清热药
丹参,根及根茎类,唇形科植物丹参Salvia miltiorrhiza Bge.的干燥根及根茎。,主产山东、江苏、安徽、四川等地。,苦，微寒。,活血调经，祛瘀止痛，凉血消痈，清心除烦，养血安神。主治月经不调，经闭痛经，症瘕积聚，胸腹刺痛，热痹疼痛，疮疡肿痛，心烦不眠；肝脾肿大，心绞痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00020.jpg,活血化瘀药
远志,根及根茎类,远志科植物远志Polygala tenuifolia Willd.或卵叶远志Polygala sibirica L. 的干燥根。,主产陕西、山西、吉林、河南等地。,苦、辛，微温。,安神益智，祛痰，消肿。用于心肾不交引起的失眠多梦，健忘惊悸，神志恍惚，咳痰不爽，疮疡肿毒，乳房肿痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00119.jpg,安神药
天冬,根及根茎类,百合科植物天冬Asparagus cochinchinensis (Lour.) Merr.的干燥块根。,主产广西、四川、贵州等地。,甘、苦，寒。,养阴清热，润燥生津。主治肺结核，支气管炎，白喉，百日咳，口燥咽干，热病口渴，糖尿病，大便燥结；外用治疮疡肿毒，蛇咬伤。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00103.jpg,补虚药
柏子仁,果实及种子类,柏科植物侧柏Platycladus orientalis (L.) Franco的干燥成熟种仁。,主产于河北、山东、陕西等地。,甘，平。,养心安神，润肠通便。用于虚烦不眠，心悸怔忡，肠燥便秘等症。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00154.jpg,安神药
酸枣仁,果实及种子类,鼠李科植物酸枣Ziziphus jujuba Mill. var. spinosa (Bunge) Hu ex H. F. Chou的干燥成熟种子。,主产于河北省、陕西省、辽宁省、河南省等地。,甘，酸，平。,养心补肝，宁心安神，敛汗，生津。用于虑烦不眠，惊悸多梦，体虚多汗，津伤口渴。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00235.jpg,安神药
天麻,根及根茎类,兰科天麻属植物天麻Gastrodia elata Bl.的干燥块茎,主产于四川、云南、贵州、陕西、湖北等地。,气微，性平，味甘，微辛。,息风止痉，平肝潜阳，祛风通络。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00003.jpg,平肝息风药
钩藤,藤木类,茜草科植物钩藤Uncaria rhynchophylla (Miq.) Jacks.的干燥带钩茎枝。,主产于广东、广西、湖南、湖北等地。,甘，凉。,清热平肝；熄风止痉。小儿惊风；夜啼；热盛动风；子痫；肝阳眩晕；肝火头胀痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00133.jpg,平肝息风药
石决明,动物类,鲍科动物杂色鲍 (光底海决) Haliotis diversicolor Reeve 、皱纹盘鲍 (毛底海决) Haliotis discus hannai Ino 、羊鲍 (大海决) Haliotis ovina Gmelin 、澳洲鲍Haliotis ruber (Leach) 、耳鲍Haliotis asinina Linnaeus 或白鲍Haliotis laevigata (Donovan) 的贝壳。夏、秋二季捕捉，去肉，洗净，干燥。,主产辽宁、山东等地。,咸，寒。,平肝潜阳，清肝明目。用于头痛眩晕，目赤翳障，视物昏花，青盲雀目。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00390.jpg,平肝息风药
川牛膝,根及根茎类,苋科植物川牛膝Cyathula officinalis Kuan的干燥根。,主产四川、云贵等地。,甘、微苦，平。,逐瘀通经，通利关节，利尿通淋。用于经闭症瘕，胞衣不下，关节痹痛，足痿筋挛，尿血血淋，跌扑损伤。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00045.jpg,活血化瘀药
杜仲,皮类,杜仲科植物杜仲Eucommia ulmoides Oliv.的干燥树皮。,主产贵州、四川、陕西、湖北等地。,甘，温。,补肝肾，强筋骨，安胎。治腰脊酸疼，足膝痿弱，小便余沥，阴下湿痒，胎漏欲堕，胎动不安，高血压。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00344.jpg,补虚药
益母草,全草类,唇形科植物益母草Leonurus japonicus Houtt.的新鲜或干燥地上部分。,全国各地均产。,辛、苦，凉。,活血、祛淤、调经、消水。治疗妇女月经不调，胎漏难产，胞衣不下，产后血晕，瘀血腹痛，崩中漏下，尿血、泻血，痈肿疮疡。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00292.jpg,活血化瘀药
桑寄生,藤木类,桑寄生科植物桑寄生Taxillus chinensis (DC.) Danser的干燥带叶茎枝。,主产福建、两广等地。,苦、甘，平。,祛风湿，益肝肾，强筋骨，安胎。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00145.jpg,祛风湿药
乌药,根及根茎类,樟科植物乌药Lindera aggregata (Sims) Kosterm.的干燥块根。,主产湖南、浙江等地。,辛，温。,行气止痛，温肾散寒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00108.jpg,理气药
木香,根及根茎类,菊科植物木香Aucklandia lappa Decne.的干燥根。,主产云南、广西等地。,辛、苦，温。,行气止痛；调中导滞，温中消食。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00088.jpg,理气药
小茴香,果实及种子类,伞形科植物茴香Foeniculum vulgare Mill.的干燥成熟果实。,原产欧洲，我国主产于内蒙古、甘肃、四川等地。,辛，温。,开胃进食，理气散寒，有助阳道。主治：中焦有寒，食欲减退，恶心呕吐，腹部冷痛；疝气疼痛，睾丸肿痛；脾胃气滞，脘腹胀满作痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00215.jpg,温里药
高良姜,根及根茎类,姜科植物高良姜Alpinia officinarum Oliv.的干燥根茎及根。,主产广东、广西等地。,辛，热。,温胃散寒，消食止痛。用于脘腹冷痛，胃寒呕吐，嗳气吞酸。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00062.jpg,温里药
槟榔,果实及种子类,棕榈科植物槟榔Areca catechu L.的干燥成熟种子。,主产海南、云南、广东、福建等地。,苦、辛，温。,驱虫；消积；下气；行水；截疟。虫积；食滞；脘腹胀痛；泻痢后重；脚气；水肿；疟疾。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00158.jpg,驱虫药
巴豆,果实及种子类,大戟科植物巴豆Croton tiglium L.的干燥成熟果实。,主产于四川、广西、云南、贵州等地。,辛，热，有大毒。,外用蚀疮。用于恶疮疥癣，疣痣。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00238.jpg,泻下药
紫菀,根及根茎类,菊科植物紫菀Aster tataricus L. f.的干燥根及根茎。,主产东北、西北地区和安徽等地。,辛、苦，温。,润肺下气，消痰止咳。用于痰多喘咳、新久咳嗽、劳嗽咳血。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00128.jpg,化痰止咳平喘药
百部,根及根茎类,百部科植物直立百部Stemona sessilifolia (Miq.) Miq.、蔓生百部Stemona japonica (Bl.) Miq. 或对叶百部Stemona tuberosa Lour.的干燥块根。,主产湖北、广西、云南、四川等地。,甘、苦，微温。,润肺下气止咳，杀虫。用于新久咳嗽，肺痨咳嗽，百日咳；外用于头虱，体虱，蛲虫病，阴部骚痒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00022.jpg,化痰止咳平喘药
白前,根及根茎类,萝藦科植物柳叶白前Cynanchum stauntonii (Decne.) Schltr. ex Levl.的干燥根茎及根。,主产河南、辽宁、河北、山西、山东、陕西、新疆等北方地区。,辛、苦，微温。,降气化痰，止咳。用于咳嗽痰多，气喘。该品性微温而不燥烈，长于祛痰，降肺气以平咳喘，无论属寒属热，外感内伤，新嗽久咳均可用之。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00025.jpg,化痰止咳平喘药
赤芍,根及根茎类,毛茛科植物芍药Paeonia lactiflora Pall.的干燥根茎。,主产东北、内蒙古等地。,苦，微寒。,清热凉血、散瘀止痛的功能。生赤芍以清热凉血力胜。多用于温病热入血分的身热出血，目赤肿痛，痈肿疮毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00041.jpg,清热药
天花粉,根及根茎类,葫芦科植物栝楼Trichosanthes kirilowii Maxim.的干燥根。,主产河北、山东、陕西、山西等地。,甘、微苦，微寒。,清热泻火，生津止渴，排脓消肿。治热病口渴、消渴、黄疸、肺燥咳血、痈肿、痔痿。对于治疗糖尿病，常用它与滋阴药配合使用，以达到标本兼治的作用。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00104.jpg,清热药
皂角刺,藤木类,本品为豆科植物皂荚Gleditsia sinensis Lam.的干燥棘刺。,主产于江苏、湖北、河北、山西、河南、山东等地。,辛，温。,消肿托毒，排脓，杀虫。用于痛疽初起或脓成不溃；外治疥癣麻风。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00151.jpg,清热药
金银花,花类,忍冬科植物忍冬Lonicera japonica Thunb. 的干燥花蕾或待初开的花朵。,主产河南、山东等地。,甘，寒。,宣散风热，清热解毒。用于各种热性病，如身热、发疹、发斑、热毒疮痈、咽喉肿痛等证。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00305.jpg,清热药
玉竹,根及根茎类,百合科植物玉竹Polygonatum odoratum (Mill.) Druce的干燥根茎。,主产湖南、河南、江苏、浙江等地。,甘，平。,滋阴润肺；养胃生津。燥咳；劳嗽；热病阴液耗伤之咽干口渴；内热消渴；阴虚外感；头昏眩晕；筋脉挛痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00122.jpg,补虚药
白薇,根及根茎类,萝藦科植物白薇Cynanchum atratum Bge.的干燥根及根茎。,主产辽宁、河北、河南、山东、山西、安徽等地。,味苦、咸，寒。,清热凉血，利尿通淋，解毒疗疮。用于温邪伤营发热，阴虚发热，骨蒸劳热，产后血虚发热，热淋，血淋，痈疽肿毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00030.jpg,清热药
淡豆豉,果实及种子类,豆科植物大豆Glycine max (L.) Merr.的成熟种子的发酵加工品。,各地均产。,辛、甘、微苦，寒。,解肌发表；宣郁除烦。主治外感表证；寒热头痛；心烦；胸闷；虚烦不眠。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00168.jpg,解表药
紫苏叶,叶类,唇形科植物紫苏Perilla frutescens (L.) Britt.的干燥叶。,主产于江苏、浙江、河南、河北、湖北等地。,辛，微温。,发表，散寒，理气，和营。治感冒风寒，恶寒发热，咳嗽，头痛无汗，气喘，胸腹胀满，呕恶腹泻，咽中梗阻，妊娠恶阻，胎动不安。并能解鱼蟹毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00338.jpg,解表药
菟丝子,果实及种子类,旋花科植物菟丝子Cuscuta chinensis Lam.的干燥成熟种子。,主产江苏、河北、吉林等地。,甘，温。,补肾益精、养肝明目、固胎止泄。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00209.jpg,补虚药
肉桂,皮类,樟科植物肉桂Cinnamomum cassia Presl的干燥树皮。,主产广东、广西、福建、海南等地。,辛、甘，大热。,补火助阳，引火归源，散寒止痛，活血通经。暖脾胃，除积冷，通血脉。治命门火衰，肢冷脉微，亡阳虚脱，腹痛泄泻，寒疝奔豚，腰膝冷痛，经闭症瘕，阴疽，流注，及虚阳浮越，上热下寒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00351.jpg,温里药
肉豆蔻,果实及种子类,肉豆蔻科植物肉豆蔻Myristica fragrans Houtt.的干燥种仁。,主产马来西亚、印尼、斯里兰卡等地，我国广东、广西、云南亦有栽培。,辛、苦，温。,温中涩肠；行气消食。用于虚泻；冷痢；脘腹胀痛；食少呕吐；宿食不消。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00201.jpg,收涩药
补骨脂,果实及种子类,豆科植物补骨脂Psoralea corylifolia L.的干燥成熟果实。,主产于河南、四川、安徽等地。,辛、苦，温。,补肾助阳；纳气平喘；温脾止泻。主肾阳不足；下元虚冷；腰膝冷痛；阳痿遗精；尿频；遗尿；肾不纳气；虚喘不止；脾肾两虚；大便久泻；白癜风；斑秃；银屑病。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00159.jpg,补虚药
吴茱萸,果实及种子类,芸香科植物吴茱萸Evodia rutaecarpa (Juss.) Benth.的干燥近成熟果实。,主产云贵地区以及湖南等地。,辛、苦，热，有小毒。,散寒止痛、降逆止呕。用于治疗肝胃虚寒、阴浊上逆所致的头痛或胃脘疼痛等症。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00212.jpg,温里药
牛膝,根及根茎类,苋科植物牛膝Achyranthes bidentata Bl.的干燥根。,主产河南、河北、山东、山西等地。,味苦；酸；性平。,补肝肾；强筋骨；活血通经；引火 (血) 下行；利尿通淋。主治腰膝酸痛；下肢痿软；血滞经闭；痛经；产后血瘀腹痛；症瘕；胞衣不下；热淋；血淋；跌打损伤；痈肿恶疮；咽喉肿痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00016.jpg,活血化瘀药
黄芪,根及根茎类,豆科植物蒙古黄芪Astragalus membranaceus (Fisch.) Bge. var. mongholicus (Bge.) Hsiao、膜荚黄芪Astragalus membranaceus (Fisch.) 的干燥根。,主产内蒙古、山西、河北等地。,甘，温。,补气固表，利尿托毒，排脓，敛疮生肌的功效。用于气虚乏力，食少便溏，中气下陷，久泻脱肛，便血崩漏，表虚自汗，痈疽难溃，久溃不敛，血虚萎黄，内热消渴。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00071.jpg,补虚药
天南星,根及根茎类,天南星科植物天南星Arisaema erubescens (Wall.) Schott或异叶天南星Arisaema heterophyllum Bl.的干燥块茎。,主产安徽、江苏、河南、河北等地。,苦、辛，温，有毒。,燥湿化痰，祛风定惊，消肿散结。主治中风半身不遂、癫痫、惊风、破伤风、跌打损伤、或虫蚁咬伤等病症。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00106.jpg,化痰止咳平喘药
白附子,根及根茎类,天南星科植物独角莲Typhonium giganteum Engl.的干燥块茎。,主产甘肃、河南、湖北等地。,味辛、甘，性温，有毒。,燥湿化痰，祛风止痉，解毒散结止痛。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00023.jpg,化痰止咳平喘药
赤小豆,果实及种子类,豆科植物赤小豆Phaseolus calcaratus Roxb.的干燥成熟种子。,主产于湖南、江西、广东、浙江等地。,甘、酸，平。,利水除湿，和血排脓，消肿解毒。治水肿，脚气，黄疸，泻痢，便血，痈肿。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00164.jpg,清热药
茵陈,全草类,菊科植物茵陈蒿Artemisia capillaris Thunb.或滨蒿Artemisia scoparia Waldst. et Kit.的干燥地上部分。春季采收的吸光成为“绵茵陈”。秋季采割的则称为“茵陈蒿”。,主产安徽、陕西、山西等地。,苦、辛，微寒。,清热利湿；退黄。主治：黄疸、小便不利、湿疮瘙痒、传染性黄疸型肝炎。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00293.jpg,利水渗湿药
石菖蒲,根及根茎类,天南星科植物石菖蒲Acorus tatarinowii Schott.的干燥根茎。,主产江苏、江西、四川、浙江等地。,辛、苦，温。,化湿开胃，开窍豁痰，醒神益智。用于脘痞不饥，噤口下痢，神昏癫痫，健忘耳聋。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00102.jpg,开窍药
广藿香,全草类,唇形科植物广藿香Pogostemon cablin (Blanco) Benth.的干燥地上部分。,主产广东广州、遂溪等地。,辛，微温。,芳香化湿；和胃止呕；祛暑解表。主湿阻中焦之脘腹痞闵；食欲不振；呕吐；泄泻；外感暑湿之寒热头痛；湿温初起的发热身困；胸闵恶心；鼻渊；手足癣 。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00269.jpg,化湿药
连翘,果实及种子类,木犀科植物连翘Forsythia suspensa (Thunb.) Vahl 的干燥果实。果实初熟尚带绿色时采收称为青翘，果实熟透颜色发黄时采收称为黄翘。,主产河南、山西、陕西等地。,苦、微寒。,清热解毒，消肿散结，疏散风热，有“疮家圣药”之称。治温热，丹毒，斑疹，痈疡肿毒，瘰疬，小便淋闭，清心火。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00190.jpg,清热药
射干,根及根茎类,鸢尾科植物射干Belamcanda chinensis (L.) DC.的干燥根茎。,主产湖北、江苏、河南等地。,苦，寒。,清热解毒，利咽喉，消痰涎。主治喉痹咽痛，咳逆上气，痰涎壅盛，瘰疬结核，疟母，妇女经闭，痈肿疮毒。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00100.jpg,清热药
白头翁,根及根茎类,毛茛科植物白头翁Pulsatilla chinensis (Bge.) Regel的干燥根。,主产安徽、华北、东北以及河南等地。,味苦，性寒。,清热解毒，凉血止痢，燥湿杀虫。主治热毒痢疾，鼻衄，血痔，带下，阴痒，痈疮，瘰疬。,https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/B00027.jpg,清热药
