Melon Stalk Powder,Melo Pedicellus; Vignae Semen,Induces vomiting of phlegm or stagnant food.,"Gua Di San is indicated for pattern of phlegm-drool retained or food stagnation in the chest and stomach cavity. The symptoms are chest or epigastric distention and hardness, feeling of vexation, feeling the need to vomit but cannot, a feeling of qi rising to the throat that causes difficult breathing, and a pulse that is slightly floating at the cun position."
Sweet Dew Toxin-Removing Elixir,Talcum; Scutellariae Radix; Artemisiae Scopariae Herba; Acori Tatarinowii Rhizoma; Fritillariae Cirrhosae Bulbus; Akebiae Caulis; Pogostemonis Herba; Forsythiae Fructus; Amomi Fructus Rotundus; Menthae Haplocalycis Herba; Belamcandae Rhizoma,"Drains dampness and removes turbidity, clears heat and resolves toxins.","Gan Lu Xiao Du Dan is indicated for damp-warmth and seasonal epidemic. It is a pattern with equal dampness and heat pathogens in the qi level. The symptoms are fever and fatigue, chest distress and abdominal distension, aching pain of limbs, throat pain, yellow skin and eyes, maxillofacial swelling, thirst, scanty and dark urine, diarrhea, and turbid strangury. The tongue coating may be either white, thick and greasy or yellow and dry. The pulse is either soggy and rapid or slippery and rapid."
Engendering and Transforming Decoction,Angelicae Sinensis Radix; Chuanxiong Rhizoma; Persicae Semen; Zingiberis Rhizoma; Glycyrrhizae Radix et Rhizoma,"Nourishes the blood and dissolves blood stasis, warms the channels and relieves pain.","Patterns of blood deficiency, congealed cold, and blood stasis marked by inhibited lochia after childbirth and cold pain in the lower abdomen."
Pulse-Engendering Powder,Ginseng Radix et Rhizoma; Ophiopogonis Radix; Schisandrae Chinensis Fructus,Boosts qi and promotes fluid production; astringes yin and arrests sweating.,"1. Qi and yin consumption due to warm-heat or summerheat invasion. The clinical manifestations include profuse sweating, mental fatigue, general sluggish sensation, lack of strength, weak breathing, reluctance to speak, dry throat, and thirst. The tongue is red and dry with a scanty coating and the pulse is deficient and rapid. 2. Deficiency of both qi and yin due to a prolonged cough. The clinical manifestations include a dry cough with little expectoration, weak breathing, spontaneous sweating, and a dry mouth. The tongue is dry and the pulse is deficient and thready."
White Tiger Decoction,Gypsum Fibrosum; Anemarrhenae Rhizoma; Glycyrrhizae Radix et Rhizoma; Semen Oryza Sativa,Clears heat and generates fluids.,"The formula is indicated for intense heat in the qi level with high fever, red facial complexion, restlessness and thirst, polydipsia, sweating, aversion to heat, and a surging, big, and forceful pulse."
Pulsatilla Decoction,Pulsatillae Radix; Phellodendri Chinensis Cortex; Coptidis Rhizoma; Fraxini Cortex,"Clears heat, resolves toxins, cools the blood, and arrests dysentery.","This formula is indicated for heat toxin bloody dysentery. The symptoms are stools with pus and fresh blood, abdominal pain, abdominal urgency with rectal heaviness, burning sensation in the anus, thirst with a desire to drink, a red tongue with yellow coating, and a slippery, rapid pulse."
Yang-Returning Emergency Decoction,Aconiti Lateralis Radix Praeparata; Zingiberis Rhizoma; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Atractylodis Macrocephalae Rhizoma; Cinnamomi Cortex; Citri Reticulatae Pericarpium; Schisandrae Chinensis Fructus; Poria; Pinelliae Rhizoma,"Restores yang to rescue from desertion, boosts qi and engenders pulse.","This formula treats pathogenic cold directly attacking the three yin channels, causing yang weakness. This pattern is characterized by reversal cold of the limbs, debilitated spirit, desire to sleep, aversion to cold, lying curled up, vomiting and diarrhea, stomach pain, no thirst, shivering, greenish-purple nails and lips, frothy saliva, a pale white tongue body with a white tongue coating, and a deep, feeble or barely perceivable pulse."
Rehmannia Drink,Rehmanniae Radix; Morindae Officinalis Radix; Corni Fructus; Dendrobii Caulis; Cistanches Herba; Aconiti Lateralis Radix Praeparata; Schisandrae Chinensis Fructus; Cinnamomi Cortex; Poria; Ophiopogonis Radix; Acori Tatarinowii Rhizoma; Polygalae Radix,"Nourishes kidney yin, supplements kidney yang, opens the orifices, and resolves phlegm.","Di Huang Yin Zi is indicated for yin fei syndrome (aphasia and apraxia) due to kidney qi deficiency and phlegm invading upward manifested as aphasia due to stiffness of the tongue, apraxia of the legs, thirst without a desire to drink, cold legs, and flushed face. The pulse is deep, thin, and weak."
Peaceful Palace Bovine Bezoar Pill,Bovis Calculus; Curcumae Radix; Coptidis Rhizoma; Cinnabaris; Gardeniae Fructus; Realgar; Scutellariae Radix; Bubali Cornu; Borneolum Syntheticum; Moschus; Margarita,"Clears heat and resolves toxins, opens the orifices and induces resuscitation.","An Gong Niu Huang Wan is indicated for a pattern of pathogenic heat invading the pericardium. The symptoms are high fever, vexation, unconsciousness, delirium, stiffness of the tongue and cold limbs. The tongue is red or crimson, and the pulse is rapid and forceful. It is also indicated for pathogenic heat causing internal block, wind strike, unconsciousness, and infantile convulsion."
Cinnabar Mind-Calming Pill,Cinnabaris; Coptidis Rhizoma; Glycyrrhizae Radix et Rhizoma; Rehmanniae Radix; Angelicae Sinensis Radix,"Tranquilizes the heart and calms the mind, clears heat and nourishes the blood.","Zhu Sha an Shen Wan is indicated for insufficient yin-blood caused by the hyperactivity of heart fire. The symptoms are insomnia, profuse dreaming, (severe) palpitations, restlessness, and vexation. The tongue tip is red, and the pulse is thin and rapid."
Lily Bulb Metal-Securing Decoction,Rehmanniae Radix; Rehmanniae Radix; Angelicae Sinensis Radix; Paeoniae Radix Alba; Glycyrrhizae Radix et Rhizoma; Platycodonis Radix; Scrophulariae Radix; Fritillariae Cirrhosae Bulbus; Ophiopogonis Radix; Lilii Bulbus,"Enriches and nourishes the lung and kidney, relieves cough and dissolves phlegm.","Bai He Gu Jin Tang is indicated for a pattern of lung-kidney yin deficiency with deficiency fire flaming upward. The symptoms are coughing, labored breathing, blood in the sputum, dry and sore throat, dizziness and blurred vision, afternoon tidal fever. The tongue is red with scanty coating, and the pulse is thready and rapid."
Lophatherum and Gypsum Decoction,Lophatheri Herba; Gypsum Fibrosum; Pinelliae Rhizoma; Ophiopogonis Radix; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Semen Oryza Sativa,"Clears heat and generates fluids, boosts qi and harmonizes the stomach.","Cold damage, warm disease, summerheat disease with residual heat, and damage of both qi and fluid. The signs include body fever, profuse sweating, chest distress and restlessness, nausea, dry mouth and polydipsia, low spirits and weak breathing, dry throat and lips, poor appetite, cough and choking, insomnia, a red tongue with little coating, and a weak and rapid pulse."
Supreme Jewel Elixir,Bubali Cornu; Cinnabaris; Realgar; Eretmochelydis Carapax; Succinum; Bovis Calculus; Moschus; Borneolum Syntheticum; Benzoinum,"Removes turbidity, opens the orifices, clears heat and resolves toxins.","Zhi Bao Dan is indicated for phlegm-heat blocking the pericardium. The symptoms are unconsciousness, delirium, high fever, vexation, agitation, excessive phlegm, and panting. The tongue is red with a yellow, greasy coating and a slippery, rapid pulse. Zhi Bao Dan is also indicated for wind-strike, summerheat-strike, infantile syncope, and convulsions caused by internal phlegm-heat blockage."
Blood Stasis-Expelling Decoction,Persicae Semen; Carthami Flos; Angelicae Sinensis Radix; Rehmanniae Radix; Chuanxiong Rhizoma; Paeoniae Radix Rubra; Achyranthis Bidentatae Radix; Platycodonis Radix; Bupleuri Radix; Aurantii Fructus; Glycyrrhizae Radix et Rhizoma,"Invigorates blood, dissolves stasis, and moves qi to relieve pain.","Xue Fu Zhu Yu Tang is indicated for blood stasis in the chest. Symptoms include chest pain, headache, and chronic stabbing pain at a fixed location, continual hiccups or choking when drinking water, nausea, internal heat, dizziness, severe palpitations, insomnia, dreaminess, impatience, irascibility, tidal fever at night, dark lips or eyes, a dark red tongue with ecchymosis or purple spots, and a choppy or wiry, tight pulse."
Evodia Decoction,Euodiae Fructus; Ginseng Radix et Rhizoma; Zingiberis Rhizoma Recens; Jujubae Fructus,"Warms the center and supplements deficiency, directs counterflow downward and arrests vomiting.","Wu Zhu Yu Tang is indicated for patterns of liver and stomach deficiency-cold with the upward reversal of turbid yin. The pattern is characterized by nausea after meals, acid regurgitation, belching, drooling of cold frothy saliva, fullness in the chest, stomach pain, vertex headache, aversion to cold, cold limbs with reversal counterflow cold of the four limbs, diarrhea, vexation and agitation, restlessness, a pale white tongue body and a white, slippery tongue coating, and a deep, wiry or slow pulse."
Discharge-Ceasing Decoction,Atractylodis Macrocephalae Rhizoma; Dioscoreae Rhizoma; Ginseng Radix et Rhizoma; Paeoniae Radix Alba; Plantaginis Semen; Atractylodis Rhizoma; Glycyrrhizae Radix et Rhizoma; Citri Reticulatae Pericarpium; Schizonepetae Herba Carbonisata; Bupleuri Radix,"Fortifies the spleen and soothes the liver, removes dampness, and arrests vaginal discharge.","Wan Dai Tang is designed to treat disorders of vaginal discharge caused by liver constraint and spleen deficiency. This pattern is marked by thin, clear-white vaginal discharge (similar to clear nasal discharge), a pale complexion, general sluggishness, and thin, unformed stool. The tongue is pale with a white coating and the pulse is moderate or soggy and weak."
Apricot Kernel and Perilla Powder,Perillae Folium; Pinelliae Rhizoma; Poria; Peucedani Radix; Platycodonis Radix; Aurantii Fructus; Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma Recens; Jujubae Fructus; Armeniacae Semen Amarum; Citri Reticulatae Pericarpium,"Relieves cool-dryness by light diffusion, regulates lung function, and dissolves phlegm.","Xing Su San is indicated for patterns of externally-contracted cool-dryness. The symptoms are aversion to cold, mild headache, coughing with scanty sputum, stuffy nose, and a dry throat. The tongue coating is white, and the pulse is wiry."
Oyster Shell Powder,Astragali Radix; Ephedrae Herba; Ostreae Concha; Tritici Fructus,"Astringes yin and arrests sweating, boosts qi and consolidates the exterior.","Mu Li San is indicated for spontaneous sweating or night sweat in those with a deficient constitution. Symptoms include constant spontaneous sweating that is worse at night, palpitations, easy to become frightened, shortness of breath, vexation, and fatigue. The tongue body is pale or light red and the pulse is thready and weak."
Peony Decoction,Paeoniae Radix Alba; Angelicae Sinensis Radix; Coptidis Rhizoma; Arecae Semen; Aucklandiae Radix; Glycyrrhizae Radix et Rhizoma; Rhei Radix et Rhizoma; Scutellariae Radix; Cinnamomi Cortex,"Clears heat in the large intestine, dries dampness, invigorates the blood, and moves qi.","This formula is indicated for damp-heat dysentery. The symptoms are dysentery with stool containing pus and blood, abdominal pain, abdominal urgency with rectal heaviness, burning sensation in the anus, scant dark urine, a greasy yellow tongue coating, and a wiry rapid pulse."
Fritillary Bulb and Snakegourd Fruit Powder,Fritillariae Cirrhosae Bulbus; Trichosanthis Fructus; Poria; Citri Expocarpium Rubrum; Trichosanthis Radix; Platycodonis Radix,"Moistens the lung and clears heat, rectifies qi, and dissolves phlegm.","Bei Mu Gua Lou San is intended for patients with coughing due to dryness-phlegm. The symptoms are cough, phlegm that is difficult to expectorate, and a dry throat. The tongue coating is white and dry."
Stephania Root and Astragalus Decoction,Stephaniae Tetrandrae Radix; Astragali Radix; Glycyrrhizae Radix et Rhizoma; Atractylodis Macrocephalae Rhizoma,"Boosts qi and dispels wind, fortifies the spleen and promotes urination.","Fang Ji Huang Qi Tang is indicated for patterns of wind-water and wind-damp caused by an insecurity exterior due to exterior deficiency. The symptoms are sweating, aversion to wind, heavy body, slight swelling, pain of the limbs and joints, as well as dysuria. The tongue is pale with a white coating, and the pulse is floating."
Penetrating Vessel-Securing Decoction,Atractylodis Macrocephalae Rhizoma; Astragali Radix; Draconis Os; Ostreae Concha; Corni Fructus; Paeoniae Radix Alba; Sepiae Endoconcha; Rubiae Radix et Rhizoma; Trachycarpi Petiolus Carbonisatus; Galla Chinensis,"Boosts qi, fortifies spleen, and strengthens the chong mai to contain blood.","Gu Chong Tang is designed for the pattern of spleen and kidney deficiency with insecurity of the chong mai. Uterine bleeding may be profuse or it may routinely spot bleed in an irregular pattern. Profuse menstruation occurs with thin and pale menses, dizziness, cold extremities, palpitation, shortness of breath, mental fatigue, weakness, weak and aching waist and knees."
Menses-Securing Pill,Scutellariae Radix; Paeoniae Radix Alba; Testudinis Carapax et Plastrum; Phellodendri Chinensis Cortex; Ailanthi Cortex; Cyperi Rhizoma,"Enriches yin and clears heat, consolidates the channels and stanches bleeding.","Gu Jing Wan is designed for flooding and spotting due to yin deficiency and blood heat. The symptoms include flooding and spotting or profuse menstruation that is dark or purple, feverish sensation in the palms and soles, weakness and soreness in the loins and knees, a red tongue body, and a rapid pulse."
Arrest Wheezing Decoction,Ginkgo Semen; Ephedrae Herba; Perillae Fructus; Glycyrrhizae Radix et Rhizoma; Farfarae Flos; Armeniacae Semen Amarum; Mori Cortex; Scutellariae Radix; Pinelliae Rhizoma,"Diffuses the lung and directs qi downward, clears heat, and dissolves phlegm.","Ding Chuan Tang is indicated for wheezing and panting due to phlegm-heat accumulation in the lung. The symptoms are wheezing and panting, cough, phlegm with heavy breathing, thick yellow phlegm, and slight aversion to wind. The tongue coating is yellow and greasy, and the pulse is slippery and rapid."
Convulsion-Settling Pill,Gastrodiae Rhizoma; Bombyx Batryticatus; Fritillariae Cirrhosae Bulbus; Scorpio; Pinelliae Rhizoma; Poria; Citri Reticulatae Pericarpium; Polygalae Radix; Acori Tatarinowii Rhizoma; Arisaematis Rhizoma; Salviae Miltiorrhizae Radix et Rhizoma; Ophiopogonis Radix; Succinum; Cinnabaris,Removes phlegm and extinguishes wind.,"Ding Xian Wan is applicable to epilepsy caused by wind-phlegm-heat accumulation. The clinical manifestation include a sudden onset of epilepsy, dizziness, falling to the ground, losing consciousness, anoopsia, vomiting white foam, wheezing sound in the throat, yelling, convulsion of the limbs, a whitish-yellow and greasy tongue coating, and a wiry, slippery, and slightly rapid pulse. It can also be used to treat manic-depressive psychosis."
Yellow-Transforming Decoction,Dioscoreae Rhizoma; Euryales Semen; Phellodendri Chinensis Cortex; Plantaginis Semen; Ginkgo Semen,"Consolidates the kidney and arrests vaginal discharge, clears heat and dispels dampness.","Yi Huang Tang is indicated for patients with abnormal vaginal discharge due to damp-heat accumulation. Symptoms include excessive yellow, sticky, thick leucorrhea. The yellow discoloration may have the appearance of dark tea in severe cases. Generally, the tongue body is red and the coating is greasy, yellow."
Honey-Fried Licorice Decoction,Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma Recens; Cinnamomi Ramulus; Ginseng Radix et Rhizoma; Rehmanniae Radix; Asini Corii Colla; Ophiopogonis Radix; Cannabis Fructus; Jujubae Fructus,"Boosts qi, enriches yin, unblocks yang, and restores the pulse.","1. Zhi Gan Cao Tang is indicated for patterns of yin-blood and yang-qi deficiency with malnutrition of the heart vessel. The symptoms are intermittent or knotted pulse, palpitations, weakness, emaciation, weak breathing, etc. The tongue is peeled with a scanty or dry and thin coating.2. Zhi Gan Cao Tang is indicated for deficiency-consumption and lung atrophy. The symptoms are dry cough without expectoration, or spitting up a small amount of saliva, emaciation, shortness of breath, insomnia, vexation, spontaneous sweating or night sweat, a dry throat and tongue, dry stool, and a deficient, rapid pulse."
Notopterygium Dampness-Drying Decoction,Notopterygii Rhizoma et Radix; Angelicae Pubescentis Radix; Ligustici Rhizoma et Radix; Saposhnikoviae Radix; Glycyrrhizae Radix et Rhizoma; Viticis Fructus; Chuanxiong Rhizoma,"Dispels wind, overcomes dampness, and relieves pain.","Qiang Huo Sheng Shi Tang is indicated for bi syndrome caused by wind-dampness in the exterior. The symptoms are pain of the shoulder and back, headache and heavy body sensation, pain of the waist and spine that make the patient unable to turn over. The coating is white and the pulse is floating."
Toosendan Powder,Fructus Toosendan; Corydalis Rhizoma,"Soothes the liver qi, drain the liver fire, invigorates blood and relieves pain.","Jin Ling Zi San is indicated for the pattern of liver constraint transforming into fire. The symptoms are chest, abdominal, and hypochondriac pain of sudden onset and cease; bitter taste in the mouth, painful menstruation, and shan qi-hernia pain. The tongue is red and the coating is yellow. The pulse is wiry and rapid."
Golden Lock Essence-Securing Pill,Astragali Complanati Semen; Euryales Semen; Nelumbinis Stamen; Draconis Os; Ostreae Concha,Astringes the essence and supplements the kidney.,"This formula treats sperm emission due to kidney deficiency that fails to consolidate the essence. The symptoms include seminal emission, spontaneous seminal emission, premature ejaculation, mental fatigue, lack of strength, lumbar pain, and tinnitus. The tongue is pale with a white coating and the pulse is thready and weak."
Sweet Wormwood and Turtle Shell Decoction,Artemisiae Annuae Herba; Trionycis Carapax; Rehmanniae Radix; Anemarrhenae Rhizoma; Moutan Cortex,Nourishes yin and vents heat.,"This formula is indicated for patterns where yin has been damaged along with latent pathogens. The symptoms are night fever that abates at dawn, fever that abates without sweating, a red tongue body with a scanty coating, and a thready, rapid pulse."
Harmony-Preserving Pill,Crataegi Fructus; Medicata Massa Fermentata; Pinelliae Rhizoma; Poria; Citri Reticulatae Pericarpium; Forsythiae Fructus; Raphani Semen,Promotes digestion and harmonizes the stomach.,"This formula is indicated for food accumulation in the stomach cavity. The symptoms are fullness, distending pain in the abdomen and stomach cavity, belching, acid swallowing, aversion to food, vomiting, and diarrhea. The tongue coating is thick and greasy, and the pulse is slippery."
Officinal Magnolia Bark Center-Warming Decoction,Magnoliae Officinalis Cortex; Citri Reticulatae Pericarpium; Glycyrrhizae Radix et Rhizoma; Poria; Alpiniae Katsumadai Semen; Aucklandiae Radix; Zingiberis Rhizoma,"Moves qi to eliminate distention, warms the center and dries dampness.","This formula is indicated for the pattern of spleen-stomach qi stagnation caused by cold-damp. The symptoms are distention, fullness, pain in the stomach cavity and abdomen, no desire to eat or drink, lassitude of the four limbs. The tongue is white and greasy. The pulse is deep and wiry pulse."
Coughing with Blood Treating Decoction,Indigo Naturalis; Trichosanthis Fructus; Dried Sea Hare Ovary; Gardeniae Fructus; Chebulae Fructus,"Clears liver heat and calms the lung, cools blood and stanches bleeding.","Syndrome of hemoptysis due to liver fire invading the lung marked by cough, thick bloodstained sputum, difficulty in spitting, vexation, irascibility, chest pain, dry throat, bitter taste in the mouth, flushed complexion, and constipation. The tongue body is red and the coating is yellow, and the pulse is wiry and rapid."
"Poria, Licorice Root, Schisandra, Dried Ginger, and Asarum Decoction",Poria; Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma; Asari Radix et Rhizoma; Schisandrae Chinensis Fructus,Warms the lung and dissolves rheum.,"Ling Gan Wu Wei Jiang Xin Tang is indicated for coughing caused by a pattern of cold fluid-retention marked by coughing with a large amount of thin white sputum, a preference to spit out saliva, drooling, and a stuffy chest. The tongue coating is white and glossy and the pulse is wiry and slippery."
"Poria, Cinnamon Twig, Atractylodes Macrocephala and Licorice Decoction",Poria; Cinnamomi Ramulus; Atractylodis Macrocephalae Rhizoma; Glycyrrhizae Radix et Rhizoma,"Warms yang and dissolves rheum, fortifies the spleen and drains dampness.","Ling Gui Zhu Gan Tang is indicated for phlegm-rheum due to deficiency of the middle-yang. The symptoms are distention and fullness of chest and rib-side, dizzy vision, palpitations, shortness of breath, and cough. The tongue coating is white and glossy. The pulse is either wiry and slippery or deep and tight."
Cyperus and Perilla Powder,Cyperi Rhizoma; Perillae Folium; Glycyrrhizae Radix et Rhizoma; Citri Reticulatae Pericarpium,"Scatters and dissipates external wind wind-cold, rectifies qi and harmonizes the middle jiao.","Xiang Su San is indicated for an externally contracted wind-cold with qi constraint pattern. Signs and symptoms are aversion to cold, general fever, headache, absence of sweating, chest and epigastric fullness and distress, lack of appetite, a thin and white tongue coating and a superficial pulse."
Mosla Powder,Moslae Herba; Lablab Semen Album; Magnoliae Officinalis Cortex,"Dispels summerheat, releases exterior, removes dampness, and harmonizes the center.","This formula is indicated for yin summerheat. The symptoms are aversion to cold with fever, heaviness of the head, body pain, absence of sweating, abdominal pain, vomiting and diarrhea, chest and abdominal oppression and fullness, a greasy white tongue coating, and a floating pulse."
Cinnamon Twig Decoction,Cinnamomi Ramulus; Paeoniae Radix Alba; Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma Recens; Jujubae Fructus,"Releases the flesh and the exterior, harmonizes ying and wei levels.","Gui Zhi Tang is indicated for externally contracted wind-cold affecting those with an exterior deficiency constitution. The symptoms are aversion to wind, fever, perspiration, headache, congested and noisy nose, and dry retching. The tongue has a white coating, there is no thirst, and the pulse is either superficial and moderate or superficial and weak."
Cinnamon Twig and Poria Pill,Cinnamomi Ramulus; Poria; Moutan Cortex; Persicae Semen; Paeoniae Radix Alba,"Invigorates blood and dissolves stasis, gradually eliminates masses or lumps.","Gui Zhi Fu Ling Wan is indicated for stasis obstructing the uterus; for instance, women who chronically have masses or lumps, menstrual spotting, restless fetus, dark purple menses, impalpable abdominal pain, painful amenorrhea, or lochiorrhea. The tongue is dark purple with petechia, and the pulse is deep and choppy."
Cinnamon and Poria Sweet Dew Beverage,Poria; Glycyrrhizae Radix et Rhizoma; Atractylodis Macrocephalae Rhizoma; Alismatis Rhizoma; Cinnamomi Cortex; Gypsum Fibrosum; Glauberitum; Talcum; Polyporus,"Clears summerheat, resolves heat, transforms qi, and drains dampness.","This formula is indicated for summerheat-dampness. The symptoms are fever with headache, vexation and thirst, inhibited urination, cholera, vomiting, and diarrhea."
Mulberry Leaf and Apricot Kernel Decoction,Mori Folium; Armeniacae Semen Amarum; Glehniae Radix; Fritillariae Thunbergii Bulbus; Sojae Semen Praeparatum; Gardeniae Fructus; Gardeniae Pericarpium,"Clears and diffuses warm-dryness, moistens the lung and dissolves phlegm.","Sang Xing Tang is indicated for the pattern of externally-contracted warm-dryness. The symptoms are mild fever, thirst, dry throat and nasal cavities, dry cough without sputum, or with scanty, and sticky sputum. The tongue body is red with a thin, white and dry coating. The pulse is floating and rapid and is large on the right side."
Mulberry Leaf and Chrysanthemum Beverage,Mori Folium; Chrysanthemi Flos; Armeniacae Semen Amarum; Forsythiae Fructus; Menthae Haplocalycis Herba; Platycodonis Radix; Glycyrrhizae Radix et Rhizoma; Phragmitis Rhizoma,"Dissipates wind and clears heat, ventilates the lung, and stops coughing.","Sang Ju Yin is indicated for the initial stage of a wind-warmth pattern. Coughing is the major symptom along with a low-grade fever, slight thirst, and a superficial rapid pulse."
Mantis Egg Shell Powder,Mantidis Ootheca; Polygalae Radix; Acori Tatarinowii Rhizoma; Draconis Os; Ginseng Radix et Rhizoma; Poria; Angelicae Sinensis Radix; Testudinis Carapax et Plastrum,"Harmonizes and supplements the heart and the kidney, consolidates essence and arrests emission and urination.","Sang Piao Xiao San is indicated for a pattern of both heart and kidney deficiency. Signs and symptoms include frequent urination, turbid urine, enuresis, spontaneous seminal emission, absent-mindedness, poor memory, a pale tongue with white coating and a thready, thin pulse."
Bupleurum and Pueraria Muscle-Resolving Decoction,Bupleuri Radix; Puerariae Lobatae Radix; Glycyrrhizae Radix et Rhizoma; Scutellariae Radix; Notopterygii Rhizoma et Radix; Angelicae Dahuricae Radix; Paeoniae Radix Alba; Platycodonis Radix; Gypsum Fibrosum,Releases the flesh and clears heat.,"Chai Ge Jie Ji Tang is indicated for externally contracted wind-cold that has become constrained and transforms into a heat pattern. The signs and symptoms include gradually reducing aversion to cold and increasing body heat, absence of sweat, headache, eye pain, dryness of the nose, vexation, insomnia, dry throat, impaired hearing, orbit pain, a thin yellow tongue coating, and a superficial, slightly surging pulse."
Peach Kernel Qi-Guiding Decoction,Persicae Semen; Rhei Radix et Rhizoma; Cinnamomi Ramulus; Glycyrrhizae Radix et Rhizoma; Natrii Sulfas,Breaks up blood and expels stasis through purgation.,"Tao He Cheng Qi Tang is indicated for patterns of blood amassment in the lower jiao. The symptoms are distension and spasmodic pain in the lower abdomen, normal urination, fever at night, menstrual block due to blood stasis, and painful menstruation; there may even be delirium, dysphoria, and mania. The pulse will be deep and excessive or choppy."
Wind-Dispersing Powder,Angelicae Sinensis Radix; Rehmanniae Radix; Saposhnikoviae Radix; Cicadae Periostracum; Anemarrhenae Rhizoma; Sophorae Flavescentis Radix; Cannabis Fructus; Schizonepetae Herba; Atractylodis Rhizoma; Arctii Fructus; Gypsum Fibrosum; Glycyrrhizae Radix et Rhizoma; Akebiae Caulis,"Scatters wind and eliminates dampness, clears heat and nourishes the blood.","Xiao Feng San is indicated for rubella and eczema. The symptoms are itching skin, red rashes that affect a large part of the body, fluids that leak upon scratching, a white or yellow tongue coating, and a superficial, rapid pulse."
Mume Pill,Mume Fructus; Asari Radix et Rhizoma; Zingiberis Rhizoma; Coptidis Rhizoma; Angelicae Sinensis Radix; Aconiti Lateralis Radix Praeparata; Zanthoxyli Pericarpium; Cinnamomi Ramulus; Ginseng Radix et Rhizoma; Phellodendri Chinensis Cortex,Calms roundworms and relieves pain.,"Wu Mei Wan is used for syncope due to roundworms. The symptoms include paroxysmal pain of the abdomen and stomach cavity, vexatious vomiting, vomiting after eating, vomiting roundworms, cold limbs, and chronic diarrhea or dysentery."
Stomach-Boosting Decoction,Glehniae Radix; Ophiopogonis Radix; Saccharon Crystallinum; Rehmanniae Radix; Polygonati Odorati Rhizoma,Nourishes yin and boosts the stomach.,"Yi Wei Tang is indicated for stomach yin damage. The symptoms include a burning sensation and dull pain in the gastric cavity, hunger with no desire to eat, dry mouth and throat, and dry stool. The tongue is red with scanty coating, and the pulse is thready and rapid."
Enlightened Master Viscera-Nourishing Decoction,Ginseng Radix et Rhizoma; Angelicae Sinensis Radix; Atractylodis Macrocephalae Rhizoma; Myristicae Semen; Cinnamomi Cortex; Glycyrrhizae Radix et Rhizoma; Paeoniae Radix Alba; Aucklandiae Radix; Chebulae Fructus; Papaveris Pericarpium,"Astringes the intestines and rescues from desertion, warms and supplements the spleen and kidney.","This formula is used to treat chronic diarrhea or dysentery due to deficiency-cold of the spleen and kidney. Corresponding symptoms include fecal incontinence, excessive diarrhea or dysentery, abdominal pain that is relieved by pressure and warmth, fatigue, poor appetite or reduced food intake. Usually, the tongue is pale with a white coating. The pulse is deep and slow or slow and thready."
True Warrior Decoction,Poria; Paeoniae Radix Alba; Atractylodis Macrocephalae Rhizoma; Zingiberis Rhizoma Recens; Aconiti Lateralis Radix Praeparata,Warms yang and promotes urination.,"Zhen Wu Tang is indicated for edema due to yang deficiency. The symptoms are fear of cold, cold limbs, urination disturbance, palpitations under the heart, dizziness, muscular twitching, unsteady standing, pain and heaviness of four limbs, edema especially below the waist, abdominal pain, diarrhea, cough, asthma, vomiting and nausea. The tongue is pale and enlarged with teeth-marks with white and glossy coating, and the pulse is deep and thready."
Virgate Wormwood Decoction,Artemisiae Scopariae Herba; Gardeniae Fructus; Rhei Radix et Rhizoma,"Clears heat, drains dampness, and relieves jaundice.","Yin Chen Hao Tang is indicated for damp-heat jaundice. The symptoms are bright yellow discoloration of the skin, fever, absence of sweating or only sweating on the head, thirst with a desire to drink, nausea, vomiting, slight abdominal distension, scanty and dark urine, diarrhea, or constipation. The tongue is red with a greasy and yellow coating. The pulse is either deep, rapid or slippery, rapid and powerful."
Spleen-Fortifying Pill,Atractylodis Macrocephalae Rhizoma; Aucklandiae Radix; Coptidis Rhizoma; Glycyrrhizae Radix et Rhizoma; Poria; Ginseng Radix et Rhizoma; Medicata Massa Fermentata; Citri Reticulatae Pericarpium; Amomi Fructus; Hordei Fructus Germinatus; Crataegi Fructus; Dioscoreae Rhizoma; Myristicae Semen,"Fortifies the spleen and harmonizes the stomach, promotes digestion and arrests diarrhea.","Food accumulation with spleen deficiency, marked by indigestion, fullness and oppression of the abdomen and stomach cavity, loose stool, greasy, yellow tongue coating, and a weak pulse."
"Ginseng, Poria and Atractylodes Macrocephala Powder",Nelumbinis Semen; Coicis Semen; Amomi Fructus; Platycodonis Radix; Lablab Semen Album; Ginseng Radix et Rhizoma; Poria; Glycyrrhizae Radix et Rhizoma; Atractylodis Macrocephalae Rhizoma; Dioscoreae Rhizoma,"Boosts qi and fortifies the spleen, drains dampness and arrests diarrhea.","Shen Ling Bai Zhu San is indicated for patterns of spleen deficiency with excessive dampness accumulation marked by epigastric bloating or stuffiness, borborygmus, diarrhea, lack of strength in the four limbs, thin body, and lusterless yellow facial complexion. The tongue is pale with a white, greasy coating and the pulse is moderate and deficient."
