Perillae Fructus,Fruits and seeds,The dried mature fruit of Perilla frutescens (L.) Britt.(Lamiaceae),"Primarily produced in the Chinese provinces of Zhejiang, Jiangsu, Hubei, Henan.","Acrid, warm.","Downbears qi, transforms phlegm, calms panting, moistens intestines. Apply to adverse rising of qi due to stagnation of phlegm, dyspnea and cough, constipation induced by dryness of the intestine. Resolves exterior, disperse cold, moves qi, harmonizes stomach, apply to common cold of wind-cold, dyspnea and cough, hyperemesis gravidarum, threatened miscarriage, over indulgence of fish and crab.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00226.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Raphani Semen,Fruits and seeds,The dried mature seed of Raphanus sativus L.(Brassicaceae),Produced throughout China.,"Acrid, sweet; neutral","Digest food, resolves fullness, downbears qi, resolves phlegm. Apply to food stagnation, abdominal swelling and pain, constipation, accumulation and diarrhea, phlegm stasis and cough and panting.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00189.jpg,Digestive Medicinals
Armeniacae Semen Amarum,Fruits and seeds,"The dried mature seed of Prunus armeniaca L. var. ansu Masim., Prunus sibirica L., Prunus mandshurica (Maxim.) Koehne or Prunus armeniaca L.(Rosaceae).","Primarily produced in the Chinese provinces of Liaoning, Inner Mongolia, Hebei, Shandong.","Ku xing ren: tastes bitter, slightly warm. Tian xing ren: tastes sweet, neutral.","Downbears qi, stops cough, calms panting, moistens intestines, frees stools. Apply to coughing and dyspnea, excessive phlegm due to chest distention, hemopenia due to consumption of fluid, constipation induced by dryness of the intestine.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00216.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Tetrapanacis Medulla,Stems and woods,The dried stem pith of Tetrapanax papyriferus (Hook.) K. Koch.(Araliaceae),"Primarily produced in the Chinese provinces of Sichuan, Guizhou, Hubei, Yunnan.","Sweet, tasteless, slightly cold","Clears heat, promotes dampness, frees mammary; apply to dripping and pain during micturition induced by pyretic stranguria, dysuria, edema, jaundice, damp-warm disease, oliguria with reddish urine, postpartum unsmooth lactation, amenorrhea, vaginal discharge.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00147.jpg,Water-draining and Dampness-permeating Medicinals
Amomi Fructus Rotundus,Fruits and seeds,The dried mature fruit of Amomum kravanh Pierre ex Gagnep.(Zingiberaceae).,"Primarily produced in Thailand, Cambodia, and Myanmar.",Acrid; warm.,"Transforms dampness, disperses of local distention, moves qi, warms the center, opens stomach, disperses food. Apply to retention of damp leading to blockage of middle, anorexia, onset of damp thermosis, and fullness due to chest distress, gastrofrigid vomiting, chest and abdominal swelling pain, indigestion.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00174.jpg,Dampness-transforming Medicinals
Lophatheri Herba,Whole herbs,The dried stem and leaves of Lophatherum gracile Brongn.(Poaceae).,"Primarily produced in the Chinese provinces of Jiangsu, Hunan, Hubei.","Sweet, tasteless; cold.","Clears heat and fire, eliminates vexation, stops thirsty, promotes urination, vents stranguria. Apply to pyreticosis and hydrodipsia and depression, hot feeling during urination, mouth and tongue ulcers.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00267.jpg,Heat-clearing Medicinals
Magnoliae Officinalis Cortex,Tree barks and root barks,"The dried trunk bark, branch bark and root bark of Magnolia officinalis Rehd. et Wils(Magnoliaceae).","Primarily produced in the Chinese provinces of Sichuan, Zhejiang, Hubei, Hunan.","Bitter, acrid; warm","Moves qi, disperses stagnation, dries dampness, eliminates fullness, downbears qi, calms panting. Apply to dyspeptic disease and qi stagnancy, abdominal distention and constipation, dampness stagnates the middle-jiao, vomiting and diarrhea, accumulation of phlegm and reversed qi, cough and panting due to fullness of cheat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00347.jpg,Dampness-transforming Medicinals
Coicis Semen,Fruits and seeds,The dried mature seed of Coix lacryma-jobi L. var. ma-yuen (Roman.) Stapf.(Poaceae),"Primarily produced in the Chinese provinces of Fujian, Hebei, Zhejiang.","Sweet, tasteless, slightly cold.","Fortifies the spleen, percolates dampness, eliminates impediment, relieves diarrhea. Apply to edema, beriberi, dysuria, damp arthralgia and contracture of tendons and vessels, diarrhea due to spleen deficiency.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00219.jpg,Water-draining and Dampness-permeating Medicinals
Testudinis Carapax et Plastrum,Zoological substances,"The dorsal and ventral shell of Chinemys reevesii (Gray) (Testudinidae). Harvested year-round, most abundantly in autumn and winter. After capture it is killed directly, the dorsal and ventral shells are scraped off, flesh is removed, also called ‘xue ban’. Or killed by boiled water, then scraped the dorsal and ventral shells off, removed the flesh, sun-dry, also called ‘tang ban’.","Primarily produced in the Chinese provinces of Anhui, Zhejiang, Hubei, Hunan.","Salty, sweet; slightly cold.","Enriches yin, subdues yang, boosts the kidney, strengthens the bones, nourishes the blood, supplements the heart. Apply to yin deficiency and hot flashes, bone steaming and night sweat, dizziness, endogenous deficient wind, limp wilting sinews and bones, heart deficiency and amnesia.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00376.jpg,Tonifying Medicinals
Cannabis Fructus,Fruits and seeds,The dried mature fruit of Cannabis sativa L.(Moraceae),"Primarily produced in the Chinese provinces of Heilongjiang, Liaoning, Jilin, Sichuan, Gansu, Yunnan, Jiangsu, Zhejiang.",Sweet; neutral.,"Moistens the intestine, frees stools. Apply to body fluid deficiency due to hematopenia, constipation induced by dryness of the intestine.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00244.jpg,Purgative Medicinals
Ostreae Concha,Zoological substances,"The shell of Ostrea gigas Thunberg, Ostrea talienwhanensis Crosse or Ostrea rivularis Gould.(Ostreidae). Harvest year-round, removes flesh, clean and dry.","Primarily produced along the coast in the Chinese provinces of Fujian, Shandong, Liaoning, and Guangdong.","Salty, slightly cold","Calms spirit by heavily settling, subdues yang, supplements yin, softens hardness and disperses binds. Apply to palpitation and insomnia, dizziness and tinnitus, scrofula, abdominal mass and fullness binds. Duan mu li astringes and secures with astringency. Apply to sweating and night sweating, spermatorrhea, metrorrhagia and vaginal discharge, stomach pain and regurgitation.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00383.jpg,Liver-calming and Wind-extinguishing Medicinals
Trionycis Carapax,Zoological substances,"The dried shell of Trionyx sinensis Wiegmann (Trionychidae). Harvest mostly at autumn and winter, kill and put into spoil water till the hard skin above shell can be removed, take out, remove the shell and flesh, then sun-dry.","Primarily produced in the Chinese provinces of Anhui, Jiangsu, Hubei, Henan.",Salty; cold.,"Nourishes yin, subdues yang, softens hardness, disperses binds. Heat and steaming bone, nodule malaria, hard ribs, waist pain, amenorrhea and stasis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00368.jpg,Tonifying Medicinals
Aurantii Fructus Immaturus,Fruits and seeds,"The dried young fruit of Citrus aurantium L., and its cultivar Citrus sinensis (L.) Osbeck.(Rutaceae).","Primarily produced in the Chinese provinces of Sichuan, Hunan, Jiangxi.","Bitter, acrid, sour, warm.","Breaks qi, resolves accumulation, transforms phlegm, disperses focal distention. Apply to inner stagnation, fullness and distention and swelling pain, constipation, diarrhea and tenesmus, chest stasis, ptosis of the stomach; uterine prolapse; prolapse of the anus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00223.jpg,Qi-regulating Medicinals
Natrii Sulfas,Minerals,"The refined crystals made from mirabilite, primarily consisting of Na2SO4•10H2O.",Produced in most areas of China.,"Salty, bitter, cold.","Breaks distention, warms middle, digests food, drains water, moderates diarrhea. Apply to abdominal fullness, food retention, indigestion, edema, mammary swelling, amenorrhea, constipation.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00404.jpg,Purgative Medicinals
Natrii Sulfas Exsiccatus,Minerals,The refined substance obtained from mang xiao that (Na2SO4·10H2O) has undergone efflorescence dehydrated from exposure to air; it primarily consists of Na2SO4.,Produced in most areas of China.,"Acrid, salty, cold.","Drains heat, frees stools, softens hardness, disperses binds, clears heat, resolves toxin, clears lung, resolves summerheat, eliminates stagnation, harmonizes stomach. Apply to solid heat stagnation, constipation, red eye and swelling pain, swelling throat and mouth sore, swelling abscess and toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00407.jpg,Purgative Medicinals
Bupleuri Radix,Roots and rhizomes,The dried root of Bupleurum chinense DC. (Apiaceae).,"Primarily produced in Chinese provinces of Henan, Hebei, Shaanxi.",Bitter; slightly cold.,"Harmonizes the interior and exterior, courses the liver, resolves depression, outthrust the exterior, discharge heat, upbears yang, and raises the sunken. Apply to cold and pyrexia, spell of fever and chills, malaria, stagnation f liver and qi, gastric and costal swelling pain, anal prolapsed, uterine prolapse, irregular menses.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00038.jpg,Exterior-releasing Medicinals
Zingiberis Rhizoma Recens,Roots and rhizomes,The fresh rhizome of Zingiber officinale (Willd.) Rosc.(Zingiberaceae).,Primarily produced all around China.,"Acrid, slightly warm","Spreads sweating, resolves exterior, warms the middle, stops vomiting, warms lung, stops cough, resolves fish and crab toxin, resolves medicinal toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00012.jpg,Exterior-releasing Medicinals
Jujubae Fructus,Fruits and seeds,The dried mature fruit of Ziziphus jujube Mill.(Rhamnaceae).,"Primarily produced in the Chinese provinces of Shanxi, Shaanxi, Hebei, Henan.",Sweet; warm.,"Supplements the center, boosts qi, nourishes blood, calms spirit. Apply to spleen deficiency patterns of poor appetite and sloppy stool, visceral agitation in women.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00171.jpg,Tonifying Medicinals
Gentianae Macrophyllae Radix,Roots and rhizomes,"The dried root of Gentiana macrophylla Pall., Gentiana straminea Maxim., Gentiana crassicaulis Duthie ex Burk., or Gentiana dahurica Fisch.(Gentiannaceae)","Primarily produced in the Chinese provinces of Gansu, Ningxia, Qinghai, Sichuan.","Acrid, bitter, slightly cold.","Dispels wind-damp, comforts sinews, clears deficiency heat. Apply to wind-damp impediment, contracture of bones and muscles, sour pain of bone and joint, afternoon tidal fever, infantile malnutrition with fever.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00095.jpg,Wind-damp-dispelling Medicinals
Gypsum Fibrosum,Minerals,"The mineral gypsum, which is primarily composed of CaSO4•2H2O. After harvested, remove the foreign stones and sands.","Primarily produced in mines in the Chinese provinces of Shandong, Inner Mongolia, Hubei, Jilin, Jiangsu, Shandong, Guangxi, Shanxi, Ningxia.","Sweet, acrid , very cold","Clears heat, drains fire, eliminates vexation, relieves thirst. Apply to exterior heat diseases, vexation with high fever, cough and panting due to lung heat, excessive stomach fire, headache, toothache.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00412.jpg,Heat-clearing Medicinals
Angelicae Pubescentis Radix,Roots and rhizomes,The dried root of Angelica pubescens Maxim. f. biserrata Shan et Yuan (Apiaceae).,"Primarily produced in the Chinese provinces of Sichuan, Hubei.","Acrid, bitter; slightly warm.","Dispels wind, eliminates dampness, frees cold, stops pain. apply to wind-cold and damp impediment, pain of waist and knees, subside wind of Shao Yin and headache, headache and toothache.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00052.jpg,Wind-damp-dispelling Medicinals
Persicae Semen,Fruits and seeds,"The dried mature seed of Prunus persica (L.) Batsch, Prunus davidiana (Carr.) Franch.(Rosaceae).","Primarily produced in the Chinese provinces of Beijing, Hebei, Shaanxi.","Bitter, sweet, neutral","Invigorates blood, dispels stasis, moistens intestines, frees stools, relieves cough, calms panting. Apply to amenorrhea, dysmenorrhea, abdominal mass, injury from falls, and constipation due to dryness of intestines.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00207.jpg,Blood-activating and Stasis-removing Medicinals
Aconiti Lateralis Radix Praeparata,Roots and rhizomes,The processed product prepared from the daughter root of Aconitum carmichaelii Debx.(Ranunculaceae).,"Primarily produced in the Chinese provinces of Shaanxi, Sichuan.","Sweet, acrid; very hot; toxic.","Returns yang, rescues counter flow, supplements fire, assists yang, dispels cold, relieves pain. ‘First medicinal material of returns yang and rescues counter flow’. Apply to excessive yin refusing yang, loss of yang due to profuse perspiration, vomiting and diarrhea, counter flow limbs, cold limbs and faint pulse, chest and abdominal cold pain, cold diarrhea, beriberi and edema, wind-cold and damp impediment, impotence, cold uterine, vomit and diarrhea due to deficiency and cold, edema due to yin cold, exterior cold due to yang deficiency, yin carbuncle and sore, and all the diseases of chronic cold.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00058.jpg,Warming Medicinals
Anemarrhenae Rhizoma,Roots and rhizomes,The dried rhizome of Anemarrhena asphodeloides Bge.(Liliaceae),"Primarily produced in the Chinese provinces of Shanxi, Henan, Gansu, Shaanxi, Inner Mongolia.","Bitter, sweet, cold.","Clears heat, drains fire, engenders fluid, moistens dryness. Apply to exterior heat diseases, high fever and polydipsia, lung heat with cough, stomach heat and diabetes, dryness of lung and cough, constipation due to dry intestines, bone steaming and hot flashes.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00125.jpg,Heat-clearing Medicinals
Ephedrae Herba,Whole herbs,"The dried herbaceous stem of Ephedra sinica Stapf, Ephedra equisetina Bge., Ephedra intermedia Schrenk et C. A. Mey.(Ephedraceae)","Primarily produced in the Chinese provinces of Inner Mongolia, Xinjiang, Shanxi.","Acrid, slightly bitter; warm","Promotes sweating, disperses cold, diffuses the lung, calms panting, promotes urination, reduces swelling.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00278.jpg,Exterior-releasing Medicinals
Zingiberis Rhizoma,Roots and rhizomes,The dried rhizomes of Zingiber officinale (Willd.) Rosc.(Zingiberaceae).,"Primarily produced in the Chinese provinces of Sichuan, Guizhou.","Acrid, hot.","Warms the center, disperses cold, returns yang, frees the vessels, dries dampness, disperses phlegm, warms the lung, eliminates phlegm. Apply to abdominal cold pain, vomiting, diarrhea, yang exhaustion and acute thoracic pain, dyspnea with cough due to cold fluid-retention, Rheumatic arthralgia due to cold hygrosis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00013.jpg,Warming Medicinals
Cinnamomi Ramulus,Stems and woods,The dried tender branches of Cinnamomum cassia Presl (Lauraceae),"Primarily produced in the Chinese provinces of Fujian, Guangdong, Guangxi.","Acrid, sweet; warm","Promotes sweating, resolves the flesh, warms and frees the channels and vessels, assists yang in transforming qi, downbears qi. Apply to wind-cold type of common cold, abdominal cold pain, amenorrhea due to cold blood, joint impediment, phlegm and retained fluid, edema, palpitations, renal mass.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00138.jpg,Exterior-releasing Medicinals
Pheretima,Zoological substances,"The dried body of Pheretima aspergillum (E. Perrier), Pheretima vulgaris Chen, Pheretima guillelmi (Michaelsen), or Pheretima pectinifera Michaelsen. (Megascolecidae).","Primarily produced in the Chinese provinces of Guangdong, Guangxi, Fujian.",Salty; cold.,"Clears heat, settles fright, frees the network vessels, calms panting, promotes urination. Apply to coma due to high fever, frightening epilepsy and convulsion, joint impediment, numbing limbs, hemiplegia, dyspnea due to lung heat, oliguria and edema, hypertension.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00372.jpg,Liver-calming and Wind-extinguishing Medicinals
Olibanum,Resins,"The oily, gummy resin of Boswellia carterii Birdw., Boswellia bhaw-dajiana Birdw., Boswellia neglecta M. Moore(Burseraceae), harvested in spring and summer, collect the diffused oily gummy resin from the cuts on the tree bark.","Primarily produced in Somalia, Ethiopia, the Arabian Peninsula and India.","Acrid, bitter, warm","Adjusts qi, invigorates blood, calms pain, disperses toxin. Apply to stagnation of qi and blood, heart and abdominal pain, swelling pain of abscess and sore, traumatic injury, dysmenorrheal, postpartum blood stasis and pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00365.jpg,Blood-activating and Stasis-removing Medicinals
Myrrha,Resins,"The oily and gummy resin that seeps from the trunk bark of Commiphora myrrha Engl. (C. molmol Engler) from the family Burseraceae and other trees in the same genus. Often harvested during November to the following February, but also can harvest during June to July, after it is collected, any foreign matter that is present is picked out.","Primarily produced in Somalia, Ethiopia, Arabian Peninsula and India.","Acrid, bitter, neutral","Breaks blood, eliminates stasis, disperses swelling, stops pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00364.jpg,Blood-activating and Stasis-removing Medicinals
Coptidis Rhizoma,Roots and rhizomes,The dried root of Coptis chinensis Franch.(Ranunculaceae).,"Primarily produced in the Chinese provinces of Chongqing, Hubei, Shaanxi, Gansu.",Bitter; cold.,"Clears heat, dries dampness, drains fire, resolves toxin. Damp-heat distention and fullness, vomiting and acid regurgitation, diarrhea, jaundice, dizziness with high fever, excess of heart fire, insomnia due to vexation, haematemesis and epistaxis due to blood heat, red eye, toothache, diabetes, abscess, sore and boil swelling, externally used to eczema, ear pus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00070.jpg,Heat-clearing Medicinals
Trichosanthis Fructus,Fruits and seeds,The dried mature fruit of Trichosanthes kirilowii Harms (Cuaurbitaceae),"Primarily produced in the Chinese provinces of Henan, Hebei, Shandong, Anhui.","Sweet, bitter; cold.","Moistens the lung, transforms phlegm, disperses binds, moistens the intestines. Apply to cough due the heat phlegm, chest impediment, thoracic obstruction, consumptive lung with hemoptysis, diabetes, jaundice, constipation, early welling-abscess swelling.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00177.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Typhae Pollen,Flowers,The dried pollen of Typha angustifolia L.(Typhaceae),"Primarily produced in the Chinese provinces of Jiangsu, Anhui, Zhejiang, Shandong.","Sweet, neutral","Stops bleeding, resolves stasis, frees strangury. Apply to hematemesis, non-traumatic hemorrhage, hemoptysis, metrorrhagia and metrostaxis, traumatic bleeding, amenorrhea, dysmenorrheal, abdominal pain, injury swelling and pain, blood strangury with dampness and pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00311.jpg,Hemostatic Medicinals
Schizonepetae Herba,Whole herbs,The dried aerial portion of Schizonepeta tenuifolia Briq.(Lamiaceae),"Primarily produced in the Chinese provinces of Jiangsu, Zhejiang, Hebei, Henan.",Acrid; slightly warm,"Resolves the exterior, disperses wind, vents rashes, eliminates sore, stops bleeding. Apply to common cold, measles without adequate eruption, hemafecia, metrorrhagia and metrostaxis, epistaxis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00274.jpg,Exterior-releasing Medicinals
Menthae Haplocalycis Herba,Whole herbs,The dried aerial portion of Mentha haplocalyx Briq.(Lamiaceae).,"Primarily produced in Chinese provinces of Anhui, Jiangsu, Jiangxi, Sichuan.",Acrid; cool.,"Disperses wind-heat clears the head and eyes, benefits the throat, vents rashes, courses the liver and resolves constraint. Apply to wind-heat cold, headache, throat pain, mouth and tongue sore, rubella, measles, chest and abdominal constraint, anti-early pregnancy. Disperses inflammation and stops pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00261.jpg,Exterior-releasing Medicinals
Citri Reticulatae Pericarpium,Fruits and seeds,The dried mature pericarp of Citrus reticulate Blanco an its culticars (Rutaceae).,"Primarily produced in the Chinese provinces of Sichuan and Chongqing, Guangdong, Fujian, Jiangxi.","Bitter, acrid; warm.","Regulates qi, fortifies the spleen, dries dampness and transforms phlegm. Apply to thoracic and abdominal fullness and distention, poor appetite, vomiting and diarrhea, coughing with asthma, excessive phlegm.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00162.jpg,Qi-regulating Medicinals
Citri Reticulatae Pericarpium Viride,Fruits and seeds,The dried tender fruit or immature cericarp of Citrus reticulata Blanco and its cultivars.(Rutaceae).,"Primarily produced in the Chinese provinces of Fujian, Guangdong, Jiangsu, Sichuan.","Bitter, acrid, warm","Courses liver, breaks qi, eliminates stagnation, resolves stasis. Apply to chest and flank and abdominal fullness and pain, acute mastitis, colic, food stagnation and qi stasis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00200.jpg,Qi-regulating Medicinals
Arecae Pericarpium,Fruits and seeds,The dried pericarp of Areca catechu L. (Arecaceae).,"Primarily produced in the Chinese provinces of Yunnan, Fujian, Taiwan, Hainan.",Acrid; slightly warm.,"Downbears qi, expands the center, moves water, disperses swelling. Modern research has found this medicinal material can excite intestinal smooth muscle, promote intestinal movement, and promotes the breakdown of fiber and protein.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00167.jpg,Qi-regulating Medicinals
Polyporus,Seaweeds and fungi,The dried sclerotium of Polyporus umbellatus (Pers.) Fries.(Polyporaceae),"Primarily produced in the Chinese provinces of Shaanxi, Shanxi, Henan, Yunnan.","Sweet, tasteless, neutral.","Promotes urination, leaches out dampness. Apply to difficulty in micturition, edema, diarrhea, strangury, vaginal discharge.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00360.jpg,Water-draining and Dampness-permeating Medicinals
Alismatis Rhizoma,Roots and rhizomes,The dried tuberous rhizome of Alisma orientalis (Sam.) Juzep.(Alismataceae),"Primarily produced in the Chinese provinces of Fujian, Sichuan.","Sweet, tasteless, cold.","Promotes urination, percolates dampness, drains heat, frees strangury. Apply to difficulty in urination, difficulty and pain while urinating induced by pyretic stranguria, edema and tumescence, diarrhea, dizziness induced by phlegm and retained fluid and emissions. Leaves: consumptive disease, cough, infrequent lactation, swellings and sores.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00123.jpg,Water-draining and Dampness-permeating Medicinals
Corni Fructus,Fruits and seeds,The dried mature fruit of Cornus officinalis Sieb. et Zucc.(Cornaceae).,"Primarily produced in the Chinese provinces of Henan, Zhejiang, Shaanxi.","Sour, astringent, slightly warm.","Supplements liver and kidney, astringes essence, secures desertion. Apply to vertigo and tinnitus, cold pain of waist and knees, impotence and seminal emission, anischuria and urinary frequency, metrorrhagia and metrostaxia, exhaustion due to excessive perspiration, feverish dysphoria and diabetes.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00234.jpg,Astringent Medicinals
Dioscoreae Hypoglaucae Rhizoma,Roots and rhizomes,The dried rhizome of Dioscorea hypoglauca Palibin (Dioscoreaceae).,"Primarily produced in the Chinese provinces of Hunan, Zhejiang, Jiangxi, Anhui.",Bitter; neutral,"Promotes urination, dispels wind, promotes removing damp. Apply to wind and damp impediment, pain of waist and knees, dysuria, stranguria with turbid discharge, spermatorrhea, sore toxin due to damp and heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00056.jpg,Water-draining and Dampness-permeating Medicinals
Dioscoreae Rhizoma,Roots and rhizomes,The dried rhizome of Dioscorea opposite Thunb.(Dioscoreaceae).,"Primarily produced in the Chinese provinces of Henan, Shanxi, Hebei, Shaanxi.","Sweet, neutral","Supplements spleen, nourishes stomach, engenders fluid, benefits lung, supplements kidney, astringes essence. Apply to lack of food intake due to spleen deficiency, chronic diarrhea, cough and panting due to lung deficiency, emissions due to kidney deficiency, vaginal discharge, frequent urination, and diabetes due to deficiency-heat.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00007.jpg,Tonifying Medicinals
Cimicifugae Rhizoma,Roots and rhizomes,"The dried rhizome of Cimicifuga heracleifolia Kom., Cimicifuga dahurica (Turcz.) Maxim., Cimicifuga foetida L.(Ranunculaceae)",Primarily produced in the northeastern China.,"Acrid, slightly acrid, slightly cold.","Resolves the exterior, vents rashes, clears heat, resolves toxin, raises yang qi. Apply to wind-heat headache, toothache, mouth sore, throat swelling pain, measles does not outthrust, spots due to yang toxin, rectal prolapse, prolapse of uterus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00101.jpg,Exterior-releasing Medicinals
Puerariae Lobatae Radix,Roots and rhizomes,The dried root of Pueraria lobata (Willd.) Ohwi (Fabaceae).,"Primarily produced in the Chinese provinces of Henan, Zhejiang, Guangdong, Hunan.","Sweet, acrid; cool","Resolves exterior, abates heat, engenders fluid, outthrusts measles, raise yang, relieves diarrhea. Apply to fever and headache caused by exogenous pathogens, stiffness of the neck due to hypertension, hydrodipsia, diabetes, measles without adequate eruptions, dysentery of heat type, diarrhea.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00063.jpg,Exterior-releasing Medicinals
Scrophulariae Radix,Roots and rhizomes,The dried root of Scrophularia ningpoensis Hensl.(Scrophulariaceae),"Primarily produced in the Chinese provinces of Sichuan, Chongqing, Shaanxi, Hubei, Jiangxi.","Sweet, bitter, salty, slightly cold.","Clears heat, cools blood, drains fire, resolves toxin, nourishes yin. Apply to damp evil entering construction and the pericardium, warm toxin inducing eruptions, heat disease damaging yin, dark red tongue and vexation, damage of fluid and constipation, bone steaming and over-strained cough, red eye, throat pain, scrofula, diphtheritic, swelling abscess and sore toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00114.jpg,Heat-clearing Medicinals
Salviae Miltiorrhizae Radix et Rhizoma,Roots and rhizomes,The dried root and rhizomes of Salvia miltiorrhiza Bge.(Labiatae).,"Primarily produced in the Chinese provinces of Shandong, Jiangsu, Anhui, Sichuan.","Bitter, slightly cold.","Invigorates the blood, regulates menstruation, dispels stasis, relieves pain, cools blood, relieves ulcer, clears the heart, eliminates vexation, nourishing the blood and calming mental state. Apply to irregular menstrual period, amenorrhea and painful menstruation, abdominal mass and food accumulation, chest and abdominal sting, pyretic arthralgia and pain, anthracia and swelling pain, dysphoria and insomnia, live and spleen swelling, angina pectoris.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00020.jpg,Blood-activating and Stasis-removing Medicinals
Polygalae Radix,Roots and rhizomes,"The dried root of Polygala tenuifolia Willd., Polygala sibirica L.(Polygalaceae)","Primarily produced in the Chinese provinces of Shaanxi, Shanxi, Jilin, Henan.","Bitter, acrid, slightly warm.","Calms spirit, boosts mental faculties, dispels phlegm, disperses swelling. Apply to insomnia and dreaminess due to cardionephric disharmony, morbid forgetfulness and terror, absent-minded, uncomfortable expectoration, burns and scalds and swelling, mammary abscess and swelling pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00119.jpg,Shen-calming Medicinals
Asparagi Radix,Roots and rhizomes,The dried tuberous root of Asparagus cochinchinensis (Lour.) Merr.(Liliaceae),"Primarily produced in the Chinese provinces of Guangxi, Sichuan, Guizhou.","Sweet, bitter, cold","Nourishes yin, clears heat, moistens dryness, engenders fluid. Apply to tuberculosis, bronchitis, diphtheria, whooping cough, dry mouth and throat, thirst induced by heat, diabetes, constipation, externally use to swelling sore toxin, snake bites.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00103.jpg,Tonifying Medicinals
Platycladi Semen,Fruits and seeds,The dried mature seed of Platycladus orientalis (L.) Franco. (Cupressaceae).,"Primarily produced in Chinese provinces of Hebei, Shandong, Shaanxi.",Sweet; neutral.,"Nourishes the heart and calms the spirits, moistens intestines, relieves stools. Apply to deficient restlessness and insomnia, palpitation and morbid forgetfulness, constipation induced by dryness of the intestine.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00154.jpg,Shen-calming Medicinals
Ziziphi Spinosae Semen,Fruits and seeds,The dried mature seed of Ziziphus jujuba Mill. var. spinosa (Bunge) Hu ex H. F. Chou. (Rhamnaceae),"Primarily produced in the Chinese provinces of Hebei, Shaanxi, Liaoning, Henan.","Sweet, sour, neutral","Nourishes heart, supplements liver, calms heart and spirit, astringes sweat, engenders fluid. Apply to deficient restlessness and insomnia, palpitation and nightmares, sweating due to debility, damage of fluid and thirst.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00235.jpg,Shen-calming Medicinals
